#STARTDIALOGUE						
hello mr. wilkins, what brings you in today	what brings you in today	hello doctor.  i am so glad to see you.	hello	False	FF00B050	FF000000
can you tell me a little about your issue	what brings you in today	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
what brings you in today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
where is the pain	where is the pain	it is mostly in my lower back.	where is the pain	True	0	FF000000
when did it start	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
is there anything that makes the pain worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
are you a mechanic	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
is there anything that makes it better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
are you taking any other medications	are you taking any other medication	i am taking baby aspirin once a day as a preventative for my heart. it was prescribed by my doctor. she said it would be a good idea at my age.	are you taking any other medication	True	0	FF000000
#STARTDIALOGUE						
hello mr. wilkins, my name is dr. savinoff. do you prefer mr. wilkins	what should i call you	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
why did you come into the office today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
that sounds rough. we will definitely try and find out what is wrong with your back. doyou have any other topics for discussion	any other problems	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
do you wish to discuss anything other than your back pain today	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
tell me about your back pain.	describe the pain	it's a dull ache right in the middle of my lower back.	describe the pain	True	0	FF000000
can you describe it in more detail	describe the pain	it's a dull ache right in the middle of my lower back.	describe the pain	True	0	FF000000
does it radiate	does the pain radiate	not that i have noticed.  it pretty much just stays in my back.	does the pain radiate	True	0	FF000000
how painful is it	how painful is it	[ fear2 ]it is pretty bad. my back hurts all the time and i can't work much at all.	how painful is it	True	0	FF000000
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
does anything make it better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
#STARTDIALOGUE						
hello mr. wilkins, how are you doing today	how are you	hello doctor, however, my name is wilkins, not wilkins. if you can help me though you can call me whatever you would like.	hello	False	FF00B050	FF000000
i apologize for the mispronunciation, hello mr. wilkins!	hello	hello doctor.  i am so glad to see you.	hello	True	0	FF000000
my name is megan danzo and i am a medical student here at osu	i am medical student	nice to meet you.	i am medical student	True	0	FF000000
i am going to be running through some questions with you today and then i will go bring my attending back in to help make a plan to address you r needs today	hopefully we can help you	thank you.	hopefully we can help you	True	0	FF000000
so can you tell me what brings you in today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
oh that must be really hard! i know back pain is not fun	that must be hard	it is challenging.	that must be hard	True	0	FF000000
ok, so we will address your back pain then today in our time allotted. is there anything else you wanted to address	is there anything else i can help you with	no, thank you for seeing me.  hopefully we can get this pain taken care of and i can get back to work.	is there anything else i can help you with	True	0	FF000000
ok great, so we will just focus on the back pain then and getting you better	good	it is.	good	True	0	FF000000
ok, so are you comfortable right now? is it ok if i ask you a few questions	i have more questions	ok, sure.	i have more questions	True	0	FF000000
so can you tell me a little bit more about this back pain	describe the pain	it's a dull ache right in the middle of my lower back.	describe the pain	True	0	FF000000
ok and when did you first start noticing the aching	when did the pain start	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
ok, can you tell me when did your back pain start	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
and have you been feeling the pain every day since then	do you have any pain	[ pain3 ]my back is really hurting.  if it weren't for my back, i would be doing ok.	do you have any pain	True	0	FF000000
ok, and does it hurt you all the time	is the pain constant	[ fear2 ]it is pretty constant although sometimes it is a little better or worse.  i hope that you can help make it better.  i really need to get back to my life.	is the pain constant	True	0	FF000000
ya itotally understand how frustrating this must be. your healthcare team will do the best we can to get you feeling better!	i will do my best	i like their chances this season, especially with that new freshman.  i'm not into sports that much but i do like the buckeyes!	what do you think about the buckeyes	False	FF00B050	FF00B0F0
on a scale of 1 to 10, how bad would you describe your back pain	can you rate the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	False	FF00B050	FF000000
wow, that must be tough. i am sure that is stressing you out which doesn't help your back pain either	are you stressed	i really don't get stressed. if i do get a little stressed, i just work on one of my cars to relax.	are you stressed	True	0	FF000000
does anythign make your back pain worse/	what makes the pain worse	i'm afraid i don't understand that question.	none	False	FF7030A0	FF00B0F0
does anything make your back pain worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
i'm sorry to hear that. does anything make your back pain feel better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
what else have you tried to make it feel better	does anything else help the pain	i haven't tried anything else yet.  on the first day after it happened i just laid in bed, but i don't know if that helped much and was real antsy.	does anything else help the pain	True	0	FF000000
have you only noticed back painor do you have pain anywhere else	do you have any pain	[ pain3 ]my back is really hurting.  if it weren't for my back, i would be doing ok.	do you have any pain	True	0	FF000000
ok, so let me just summarize what i understand and you can correct me if i am rong. you have a dull ache in your middle lower back that sstarted 4 or 5 days ago. nothign really has been helping the pain, except maybe iburpfen moving makes the pain worse. it hurts really bad and you can't work with the pain. you have no other symptoms you have noticed	any other problems	the occasional need to urinate more frequently.	any other problems	True	0	FF000000
ok, is there anything else you think i should know to help with the diagnosis	any other problems	i don't think so.	any other problems	True	0	FF000000
ok, and were you doing anythign in particular when the pain started that could have caused the pain	did anything happen to cause the pain	a few days ago i was helping one of my friends lift a big heavy couch. when i bent down, i felt a sharp pain in my back.	did anything happen to cause the pain	True	0	FF000000
and since then you have had the constant back pain	is the pain constant	[ fear2 ]it is pretty constant although sometimes it is a little better or worse.  i hope that you can help make it better.  i really need to get back to my life.	is the pain constant	True	0	FF000000
what are you most concerned about when it comes to your back pain	what concerns you about the pain	it is there all the time, it hasn't really gone away since it first started.	what concerns you about the pain	True	0	FF000000
ok, and that concerns you because you can't work	what concerns you about the pain	it is there all the time, it hasn't really gone away since it first started.	what concerns you about the pain	True	0	FF000000
alright, so i think i have all the information i need abotu your back pain, can we talk a little bit about your past medical history	what is your past medical history	i have had some back pain previously. maybe four or five years ago. it was similar to my pain now but back then just a couple of regular strength tylenol took care of it and it was gone in one day.	have you had back pain before	False	FF00B050	FF000000
ok, did the back pain just go away on its own 4-5 years ago or did you do something to make it better	have you had back pain before	the pain started about four or five days ago.	when did the pain start	False	FF00B050	FF000000
have you ever had any surgeries	any prior surgeries	i have never had any surgeries.	any prior surgeries	True	0	FF000000
how about hospitalizations	have you ever been in the hospital	i have never had to stay in a hospital.	have you ever been in the hospital	True	0	FF000000
are you up to date on your immunizations	are you current on vaccinations	i am up to date.	are you current on vaccinations	True	0	FF000000
are you currently on any medications	are you taking any medication	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	True	0	FF000000
ok, but no prescriptions	any prescription medication	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
no prescription drugs	any prescription medication	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFC000	FF00B0F0
do you take any prescription medications	any prescription medication	i don't take any prescription medications.	any prescription medication	True	0	FF000000
do you regularly see your primary care doctor	do you have a doctor	i was here about a year or so ago for my annual physical but i can't remember who i saw. i am really not good with names.  it was a short woman with dark hair.  she was really nice and talked with me about cars which i remember pretty well because usually i am the car expert in the room.  maybe her name was dr. shaw?  i am not sure.  i can look at home for some of the papers she gave me if it is important.	do you have a doctor	True	0	FF000000
ok, that's ok. did she tell you that you were generally in good health when you saw her	are you healthy	all of my grandparents are deceased.i didn't really know them or much about them. i don't even know how they died.	tell me about your grandparents	False	FF00B050	FF000000
i am sorry to hear that	i am sorry	thanks.	i am sorry	True	0	FF000000
do you have any ongoing medical problems	do you have any medical problems	no, not really.  i have always been pretty healthy.	do you have any medical problems	True	0	FF000000
ok, how about your parents? are they healthy	are your parents healthy	i am pretty healthy. when i came here last year that doctor with the dark hair checked me out and said everything looked good.  she checked my blood pressure and ran some blood tests.  i think everything was ok.  i have always felt strong.	are you healthy	False	FF00B050	FF0070C0
ok great! how about your parents, are your parents healthy	are your parents healthy	both of my parents are in good health.	are your parents healthy	True	0	FF000000
have they ever had any back pain	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
have your parents ever had any back pain	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
can you tell me a little bit about your home life? where do you live	where do you live	my apartment is a block or so from here, it is pretty close.	where do you live	True	0	FF000000
do you live alone	do you live alone	yes, i live alone.  i have tried living with roommates but really it is much nicer to have my own space.  i am set in my ways and like to be able to relax without worrying about a roommate.	do you live alone	True	0	FF000000
ya that does sound nice!	that was nice	i try to be a nice person.	that was nice	True	0	FF000000
what do you do	what do you do for a living	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
are you currently working	are you currently working	[ sadness2 ]i try to work every day but i really haven't been able to get much done.  everything i try to do seems to involve bending or lifting something.  it is just me in the shop so it has been really difficult.	are you currently working	True	0	FF000000
so what is your employment	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
do you do anything for fun	what do you do for fun	i don't have time for fun.	what do you do for fun	True	0	FF000000
are you busy with work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
what else do you do outside of work	what do you do for fun	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
do you do any other activities outside of work	do you have any hobbies	my main focus is cars.  i am a mechanic and i spend my time working on them.	do you have any hobbies	True	0	FF000000
ok, do you do any other physical activities	do you exercise	my main focus is cars.  i am a mechanic and i spend my time working on them.	do you have any hobbies	False	FF00B050	FF000000
do you workout	do you exercise	don't exercise that much. occasionally i go jogging or for a long walk.  i am always on my feet for work though.	do you exercise	True	0	FF000000
do you drink	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	0	FF000000
do you do any drugs	do you use illegal drugs	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	False	FF00B050	FF000000
do you smoke	do you smoke	[ contempt1 ]no.  like all kids i tried a cigarette in high school but i hated it.	do you smoke	True	0	FF000000
are you generally happy with your life now? your job? house	are you happy	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
outside of this back pain, how do you feel you are doing	how are you	[ pain2 ]well i would be doing pretty well if my back weren't hurting so badly.	how are you	True	0	FF000000
are you generally happy	are you happy	i am happy.	are you happy	True	0	FF000000
great!	good	it is.	good	True	0	FF000000
have you ever had any concerning thoughts that you want to talk about	are you stressed	no, never.	have you had back pain before	False	FF00B050	FF000000
are you sexually active	are you sexually active	i am not currently  sexually active.	are you sexually active	True	0	FF000000
at your apartment do you feel safe	do you feel safe at home	yes. i feel safe.  my place is in an ok area, nothing that makes me worried.	do you feel safe at home	True	0	FF000000
ok, and in your relationships, you feel safe as well	do you feel safe at home	yes. i feel safe.  my place is in an ok area, nothing that makes me worried.	do you feel safe at home	True	0	FF000000
great!	good	it is.	good	True	0	FF000000
much for taking your time, i will go talk to my physician and come back in in a little bit!	i'll go report to the doctor	ok i hope you guys can figure something out.	i'll go report to the doctor	True	0	FF000000
#STARTDIALOGUE						
well i'm going to do that anyway. can you confirm for me your full name and date of birth	name and date of birth	jim wilkins and i was born august 10, 1960.	name and date of birth	True	0	FF000000
excellent! wonderful weather we're having wouldn't you say	what do you think about this weather	it seems ok although i am worried it will rain.  it is really hard to work as a mechanic when the weather is bad.   during that ice storm last winter i couldn't work for days.	what do you think about this weather	True	0	FF000000
you're a mechanic? where	where do you work	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
where do you work as a mechanic	where do you work	[ happiness2 ]i have my own garage right next to my apartment.  it is close and works out pretty well for me.	where do you work	True	0	FF000000
what kinds of cars do you work on	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
that's cool! do you work on cars in your free time too	what do you do for fun	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
what do you do for fun	what do you do for fun	i don't have time for fun.	what do you do for fun	True	0	FF000000
you stay busy	how is work	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
how much do you work	how much do you work	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	False	FF00B050	FF000000
great! what brings you in today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
i'm sorry to hear that, can you tell me more	tell me more about your back pain	my buddy was moving from the second floor in an apartment building.  i bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True	0	FF000000
how long ago was this	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
can you describe the pain to me	describe the pain	it's a dull ache right in the middle of my lower back.	describe the pain	True	0	FF000000
how severe is the pain	how intense is the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	True	0	FF000000
i'm sorry. is the pain constant or intermittent	is the pain constant	[ fear2 ]it is pretty constant although sometimes it is a little better or worse.  i hope that you can help make it better.  i really need to get back to my life.	is the pain constant	True	0	FF000000
i understand how this can interefere with your work.	have you been able to work	every day i try and i can do some little things but i really can't lift anything or get under the cars so i haven't been very productive.	have you been able to work	True	0	FF000000
is there anything at all that improves the pain or makes it worse	that must be awful	thank you for your concern.	that must be awful	True	0	FF000000
does anything make the pain worse or better	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
#STARTDIALOGUE						
hello mr. wilkins, my name is rachel, i'll be taking some of your information today. are you comfortable talking here	you seem uncomfortable	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
are you comfortable	you seem uncomfortable	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFC000	FF00B0F0
what brings you in today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
